1.043548362833735643e+00 2.496978681218660938e+02
1.134438008312204094e+00 2.610713709771487743e+02
1.233243844308924864e+00 3.096393788056169569e+02
1.340655345097796936e+00 4.053355229683277230e+02
1.457422035904408553e+00 4.548385495005096004e+02
1.584358723147302417e+00 4.941407751599086282e+02
1.722351180216127986e+00 6.318926880413098388e+02
1.872362328462457093e+00 7.218072180096445436e+02
2.035438956534659560e+00 8.502890566430019135e+02
2.212719024944842516e+00 9.458373404114474852e+02
2.405439606839657962e+00 1.141654497303197786e+03
2.614945520386242173e+00 1.160319152805495605e+03
2.842698713010705092e+00 1.294676270970672022e+03
3.090288462973072026e+00 1.512118166220616104e+03
3.359442469465989234e+00 1.683259742093609475e+03
3.652038908624720470e+00 1.756270632380284042e+03
3.970119539576138834e+00 1.956100368776529649e+03
4.315903951981669096e+00 2.063896882104323595e+03
4.691805054494571081e+00 2.156858494319460988e+03
5.100445912211139188e+00 2.243237676376601485e+03
5.544678050608768949e+00 2.354388058094071312e+03
6.027601353697090047e+00 2.429222697174334826e+03
6.552585695232924223e+00 2.462696646571132987e+03
7.123294453943222138e+00 2.419312390016228619e+03
7.743710076846934243e+00 2.529705155288806054e+03
8.418161869058504720e+00 2.548197765993667417e+03
9.151356203992257576e+00 2.547860885897798653e+03
9.948409364776683361e+00 2.434653033962719746e+03
1.081488324604833906e+01 2.305661046869219717e+03
1.175682416525514462e+01 2.233730683689339457e+03
1.278080505429706903e+01 2.219698311417110290e+03
1.389397132592060835e+01 2.211465670268476060e+03
1.510409073492602872e+01 2.078150297260771367e+03
1.641960758212247384e+01 1.855509307399071304e+03
1.784970163927012266e+01 1.611603525846161801e+03
1.940435220619185230e+01 1.587358725111593003e+03
2.109440774704953014e+01 1.481484657265118585e+03
2.293166159171208207e+01 1.339158231175715628e+03
2.492893423046471923e+01 1.130208501474988452e+03
2.710016277631793713e+01 9.248314028640610331e+02
2.946049821919071476e+01 8.327263900128808700e+02
3.202641115061459942e+01 7.257322548447376676e+02
3.481580669671331663e+01 6.018606626194450655e+02
3.784814946146866532e+01 4.633687566118722430e+02
4.114459935213565700e+01 3.290469109249440294e+02
4.472815923460662191e+01 2.785807208408307929e+02
4.862383544907412158e+01 2.252709878236319128e+02
5.285881230608240600e+01 1.755699918356374383e+02
5.746264178061360894e+01 1.206842079152878284e+02
6.246744972790788353e+01 7.381057280533855192e+01
6.790816006000602556e+01 5.882485229530560389e+01
7.382273844733508383e+01 4.650068059492523531e+01
8.025245724590412522e+01 3.324546076426805996e+01
8.724218349879109269e+01 2.139575743828166310e+01
9.484069202161649059e+01 9.890069520952513571e+00
1.031010057567363276e+02 6.778650765749973495e+00
1.120807657711712011e+02 4.574279154663693170e+00
1.218426334801430073e+02 2.634508679318379620e+00
1.324547279029652316e+02 1.307522143081695898e+00
1.439911010024893585e+02 3.872521839895958773e-01
