1.043548362833735643e+00 2.431909691079604841e+01
1.134438008312204094e+00 4.849607937003236202e+01
1.233243844308924864e+00 3.810678968843100023e+01
1.340655345097796936e+00 4.851668225386526956e+01
1.457422035904408553e+00 4.351637992920461073e+01
1.584358723147302417e+00 5.325275613166324007e+01
1.722351180216127986e+00 6.570498362446583940e+01
1.872362328462457093e+00 8.993838945344089097e+01
2.035438956534659560e+00 8.565042861761867243e+01
2.212719024944842516e+00 1.074775799168607477e+02
2.405439606839657962e+00 1.228821234482684872e+02
2.614945520386242173e+00 1.421112921839488479e+02
2.842698713010705092e+00 1.595529106166072779e+02
3.090288462973072026e+00 1.702286741792645444e+02
3.359442469465989234e+00 1.782019002122043503e+02
3.652038908624720470e+00 1.656425644565318578e+02
3.970119539576138834e+00 1.746030637237495569e+02
4.315903951981669096e+00 1.963144435568105450e+02
4.691805054494571081e+00 2.026428111261353990e+02
5.100445912211139188e+00 1.939581235494937914e+02
5.544678050608768949e+00 2.109984278844096934e+02
6.027601353697090047e+00 1.715772180184835918e+02
6.552585695232924223e+00 2.023516311791806572e+02
7.123294453943222138e+00 2.005439128890684515e+02
7.743710076846934243e+00 2.033278254598324111e+02
8.418161869058504720e+00 2.248811290081230254e+02
9.151356203992257576e+00 1.976700327885951651e+02
9.948409364776683361e+00 1.990102231528263417e+02
1.081488324604833906e+01 1.781662458682484100e+02
1.175682416525514462e+01 1.528819171530957419e+02
1.278080505429706903e+01 1.648026802732164811e+02
1.389397132592060835e+01 1.610415080036937070e+02
1.510409073492602872e+01 1.485968784300007712e+02
1.641960758212247384e+01 1.260330297223934366e+02
1.784970163927012266e+01 1.081665563517402262e+02
1.940435220619185230e+01 1.056582528403980348e+02
2.109440774704953014e+01 9.314764905553774099e+01
2.293166159171208207e+01 8.065766598974315116e+01
2.492893423046471923e+01 6.273294731127011659e+01
2.710016277631793713e+01 5.276780615821851228e+01
2.946049821919071476e+01 4.557450277832744234e+01
3.202641115061459942e+01 3.773916507810540821e+01
3.481580669671331663e+01 2.900970174313404826e+01
3.784814946146866532e+01 2.046077716479389963e+01
4.114459935213565700e+01 1.259179010281764910e+01
4.472815923460662191e+01 1.004592535570431266e+01
4.862383544907412158e+01 8.248063676280219525e+00
5.285881230608240600e+01 6.016176901675579280e+00
5.746264178061360894e+01 3.288926141819521032e+00
6.246744972790788353e+01 1.817808907767688886e+00
6.790816006000602556e+01 1.279934912044927264e+00
7.382273844733508383e+01 8.501466859827006006e-01
8.025245724590412522e+01 5.503557214676646492e-01
8.724218349879109269e+01 3.514144703593337637e-01
9.484069202161649059e+01 1.044772609676684200e-01
1.031010057567363276e+02 5.641256453805044285e-02
1.120807657711712011e+02 3.891998090547297423e-02
1.218426334801430073e+02 2.138377076589083672e-02
1.324547279029652316e+02 8.694661296703567327e-03
1.439911010024893585e+02 1.233680564742700107e-03
