   1.0000   0.1414E+00
   3.0000   0.2279E+00
   5.0000   0.2440E+00
   7.0000   0.1404E+00
   9.0000   0.1142E+00
  11.0000   0.9726E-01
  13.0000   0.7415E-01
  15.0000   0.6116E-01
  17.0000   0.5963E-01
  19.0000   0.4441E-01
  21.0000   0.3793E-01
  23.0000   0.3290E-01
  25.0000   0.2866E-01
  27.0000   0.2479E-01
  29.0000   0.2157E-01
  31.0000   0.1939E-01
  33.0000   0.1778E-01
  35.0000   0.1624E-01
  37.0000   0.1297E-01
  39.0000   0.1136E-01
  41.0000   0.1041E-01
  43.0000   0.9076E-02
  45.0000   0.8101E-02
  47.0000   0.6864E-02
  49.0000   0.6283E-02
  51.0000   0.5525E-02
  53.0000   0.4711E-02
  55.0000   0.4017E-02
  57.0000   0.3728E-02
  59.0000   0.3235E-02
  61.0000   0.2869E-02
  63.0000   0.2373E-02
  65.0000   0.2258E-02
  67.0000   0.2145E-02
  69.0000   0.1521E-02
  71.0000   0.1568E-02
  73.0000   0.1188E-02
  75.0000   0.1116E-02
  77.0000   0.9713E-03
  79.0000   0.7732E-03
  81.0000   0.6723E-03
  83.0000   0.5652E-03
  85.0000   0.4873E-03
  87.0000   0.4007E-03
  89.0000   0.4150E-03
  91.0000   0.3244E-03
  93.0000   0.2918E-03
  95.0000   0.2430E-03
  97.0000   0.1855E-03
  99.0000   0.1764E-03
 101.0000   0.1636E-03
 103.0000   0.1424E-03
 105.0000   0.1235E-03
 107.0000   0.9883E-04
 109.0000   0.9243E-04
 111.0000   0.7250E-04
 113.0000   0.6330E-04
 115.0000   0.5795E-04
 117.0000   0.4597E-04
 119.0000   0.4048E-04
 121.0000   0.3504E-04
 123.0000   0.2932E-04
 125.0000   0.2956E-04
 127.0000   0.2384E-04
 129.0000   0.2121E-04
 131.0000   0.1499E-04
 133.0000   0.1309E-04
 135.0000   0.1373E-04
 137.0000   0.8737E-05
 139.0000   0.8646E-05
 141.0000   0.7376E-05
 143.0000   0.6780E-05
 145.0000   0.4095E-05
 147.0000   0.3573E-05
 149.0000   0.3742E-05
 151.0000   0.3182E-05
 153.0000   0.2191E-05
 155.0000   0.1690E-05
 157.0000   0.1215E-05
 159.0000   0.7954E-05
 161.0000   0.1121E-05
 163.0000   0.1111E-05
 165.0000   0.9395E-06
 167.0000   0.5441E-06
 169.0000   0.8007E-06
 171.0000   0.2118E-06
 173.0000   0.1794E-06
 175.0000   0.3165E-06
 177.0000   0.1267E-06
 179.0000   0.1089E-06
 181.0000   0.1629E-06
 183.0000   0.6194E-07
 185.0000   0.4035E-07
 187.0000   0.3219E-07
 189.0000   0.1703E-07
 191.0000   0.1911E-07
 193.0000   0.9292E-08
 195.0000   0.2121E-07
 197.0000   0.6539E-08
 199.0000   0.6142E-08
