1.043548362833735643e+00 0.000000000000000000e+00
1.134438008312204094e+00 0.000000000000000000e+00
1.233243844308924864e+00 0.000000000000000000e+00
1.340655345097796936e+00 0.000000000000000000e+00
1.457422035904408553e+00 0.000000000000000000e+00
1.584358723147302417e+00 0.000000000000000000e+00
1.722351180216127986e+00 0.000000000000000000e+00
1.872362328462457093e+00 0.000000000000000000e+00
2.035438956534659560e+00 0.000000000000000000e+00
2.212719024944842516e+00 0.000000000000000000e+00
2.405439606839657962e+00 0.000000000000000000e+00
2.614945520386242173e+00 0.000000000000000000e+00
2.842698713010705092e+00 0.000000000000000000e+00
3.090288462973072026e+00 0.000000000000000000e+00
3.359442469465989234e+00 0.000000000000000000e+00
3.652038908624720470e+00 0.000000000000000000e+00
3.970119539576138834e+00 0.000000000000000000e+00
4.315903951981669096e+00 0.000000000000000000e+00
4.691805054494571081e+00 0.000000000000000000e+00
5.100445912211139188e+00 0.000000000000000000e+00
5.544678050608768949e+00 0.000000000000000000e+00
6.027601353697090047e+00 0.000000000000000000e+00
6.552585695232924223e+00 0.000000000000000000e+00
7.123294453943222138e+00 0.000000000000000000e+00
7.743710076846934243e+00 0.000000000000000000e+00
8.418161869058504720e+00 0.000000000000000000e+00
9.151356203992257576e+00 6.442216856763110400e+01
9.948409364776683361e+00 0.000000000000000000e+00
1.081488324604833906e+01 0.000000000000000000e+00
1.175682416525514462e+01 0.000000000000000000e+00
1.278080505429706903e+01 0.000000000000000000e+00
1.389397132592060835e+01 0.000000000000000000e+00
1.510409073492602872e+01 5.414251815770847287e+01
1.641960758212247384e+01 0.000000000000000000e+00
1.784970163927012266e+01 1.960851924787605327e+01
1.940435220619185230e+01 0.000000000000000000e+00
2.109440774704953014e+01 1.442058168848883071e+01
2.293166159171208207e+01 0.000000000000000000e+00
2.492893423046471923e+01 5.902630887996047626e-01
2.710016277631793713e+01 8.488109180628593542e-01
2.946049821919071476e+01 2.924832872815725793e+01
3.202641115061459942e+01 0.000000000000000000e+00
3.481580669671331663e+01 8.028852531335521903e+00
3.784814946146866532e+01 1.392878336105765236e+01
4.114459935213565700e+01 3.952545712869002692e+00
4.472815923460662191e+01 2.803051033672650849e+00
4.862383544907412158e+01 4.753113513893771902e-01
5.285881230608240600e+01 2.061649431241832531e+00
5.746264178061360894e+01 2.092289812087900547e+00
6.246744972790788353e+01 1.918065249569540276e+00
6.790816006000602556e+01 4.007763909474500785e+00
7.382273844733508383e+01 3.214349019580359235e-01
8.025245724590412522e+01 4.600549978854318045e-01
8.724218349879109269e+01 1.725740939770029070e-01
9.484069202161649059e+01 9.118011650091183418e-01
1.031010057567363276e+02 2.583406700122791722e-01
1.120807657711712011e+02 8.115075921424591554e-02
1.218426334801430073e+02 1.337212932725019843e-01
1.324547279029652316e+02 7.742151552609174980e-02
1.439911010024893585e+02 8.104577208177046743e-02
